"gene_name","protein_id","swissprot_id","pdb_id","method","resol","chain","position"
"FGFR2","NP_001138388.1","P21802 ","1NUN","X-ray","2.9","B","140-361"
"FGFR2","NP_001138388.1","P21802 ","1OEC","X-ray","2.4","A","456-768"
"FGFR2","NP_001138388.1","P21802 ","1WVZ","NMR","-","A","147-249"
"FGFR2","NP_001138388.1","P21802 ","2FDB","X-ray","2.28","P/R","149-368"
"FGFR2","NP_001138388.1","P21802 ","2PSQ","X-ray","2.4","A/B","413-768"
"FGFR2","NP_001138388.1","P21802 ","2PVF","X-ray","1.8","A","458-778"
"FGFR2","NP_001138388.1","P21802 ","2PVF","X-ray","1.8","B","764-778"
"FGFR2","NP_001138388.1","P21802 ","2PVY","X-ray","2.2","A/B/C/D","458-768"
"FGFR2","NP_001138388.1","P21802 ","2PWL","X-ray","2.4","A/B","458-768"
"FGFR2","NP_001138388.1","P21802 ","2PY3","X-ray","2.3","A/B","458-768"
"FGFR2","NP_001138388.1","P21802 ","2PZ5","X-ray","2.4","A/B","458-768"
"FGFR2","NP_001138388.1","P21802 ","2PZP","X-ray","2.4","A/B","458-768"
"FGFR2","NP_001138388.1","P21802 ","2PZR","X-ray","3","A/B","458-768"
"FGFR2","NP_001138388.1","P21802 ","2Q0B","X-ray","2.9","A/B","458-768"
"FGFR2","NP_001138388.1","P21802 ","3B2T","X-ray","1.8","A/B","458-766"
"FGFR2","NP_001138388.1","P21802 ","3CAF","X-ray","1.96","A","150-249"
"FGFR2","NP_001138388.1","P21802 ","3CLY","X-ray","2","A","458-778"
"FGFR2","NP_001138388.1","P21802 ","3CU1","X-ray","2.6","A/C","150-249"
"FGFR2","NP_001138388.1","P21802 ","3DAR","X-ray","2.2","A/B","146-249"
"FGFR2","NP_001138388.1","P21802 ","3EUU","X-ray","2.34","A/B","150-249"
"FGFR2","NP_001138389.1","P21802 ","1DJS","X-ray","2.4","A","153-362"
"FGFR2","NP_001138389.1","P21802 ","1E0O","X-ray","2.8","B/D","148-366"
"FGFR2","NP_001138389.1","P21802 ","1EV2","X-ray","2.2","E/F/G/H","147-366"
"FGFR2","NP_001138389.1","P21802 ","1GJO","X-ray","2.4","A","456-768"
"FGFR2","NP_001138389.1","P21802 ","1II4","X-ray","2.7","E/F/G/H","147-366"
"FGFR2","NP_001138389.1","P21802 ","1IIL","X-ray","2.3","E/F/G/H","147-366"
"FGFR2","NP_001138389.1","P21802 ","1NUN","X-ray","2.9","B","140-361"
"FGFR2","NP_001138389.1","P21802 ","1OEC","X-ray","2.4","A","456-768"
"FGFR2","NP_001138389.1","P21802 ","1WVZ","NMR","-","A","147-249"
"FGFR2","NP_001138389.1","P21802 ","2FDB","X-ray","2.28","P/R","149-368"
"FGFR2","NP_001138389.1","P21802 ","2PSQ","X-ray","2.4","A/B","413-768"
"FGFR2","NP_001138389.1","P21802 ","2PVF","X-ray","1.8","A","458-778"
"FGFR2","NP_001138389.1","P21802 ","2PVF","X-ray","1.8","B","764-778"
"FGFR2","NP_001138389.1","P21802 ","2PVY","X-ray","2.2","A/B/C/D","458-768"
"FGFR2","NP_001138389.1","P21802 ","2PWL","X-ray","2.4","A/B","458-768"
"FGFR2","NP_001138389.1","P21802 ","2PY3","X-ray","2.3","A/B","458-768"
"FGFR2","NP_001138389.1","P21802 ","2PZ5","X-ray","2.4","A/B","458-768"
"FGFR2","NP_001138389.1","P21802 ","2PZP","X-ray","2.4","A/B","458-768"
"FGFR2","NP_001138389.1","P21802 ","2PZR","X-ray","3","A/B","458-768"
"FGFR2","NP_001138389.1","P21802 ","2Q0B","X-ray","2.9","A/B","458-768"
"FGFR2","NP_001138389.1","P21802 ","3B2T","X-ray","1.8","A/B","458-766"
"FGFR2","NP_001138389.1","P21802 ","3CAF","X-ray","1.96","A","150-249"
"FGFR2","NP_001138389.1","P21802 ","3CLY","X-ray","2","A","458-778"
"FGFR2","NP_001138389.1","P21802 ","3CU1","X-ray","2.6","A/C","150-249"
"FGFR2","NP_001138389.1","P21802 ","3DAR","X-ray","2.2","A/B","146-249"
"FGFR2","NP_001138389.1","P21802 ","3EUU","X-ray","2.34","A/B","150-249"
"FGFR2","NP_001138390.1","P21802 ","1DJS","X-ray","2.4","A","153-362"
"FGFR2","NP_001138390.1","P21802 ","1E0O","X-ray","2.8","B/D","148-366"
"FGFR2","NP_001138390.1","P21802 ","1EV2","X-ray","2.2","E/F/G/H","147-366"
"FGFR2","NP_001138390.1","P21802 ","1GJO","X-ray","2.4","A","456-768"
"FGFR2","NP_001138390.1","P21802 ","1II4","X-ray","2.7","E/F/G/H","147-366"
"FGFR2","NP_001138390.1","P21802 ","1IIL","X-ray","2.3","E/F/G/H","147-366"
"FGFR2","NP_001138390.1","P21802 ","1NUN","X-ray","2.9","B","140-361"
"FGFR2","NP_001138390.1","P21802 ","1OEC","X-ray","2.4","A","456-768"
"FGFR2","NP_001138390.1","P21802 ","1WVZ","NMR","-","A","147-249"
"FGFR2","NP_001138390.1","P21802 ","2FDB","X-ray","2.28","P/R","149-368"
"FGFR2","NP_001138390.1","P21802 ","2PSQ","X-ray","2.4","A/B","413-768"
"FGFR2","NP_001138390.1","P21802 ","2PVF","X-ray","1.8","A","458-778"
"FGFR2","NP_001138390.1","P21802 ","2PVF","X-ray","1.8","B","764-778"
"FGFR2","NP_001138390.1","P21802 ","2PVY","X-ray","2.2","A/B/C/D","458-768"
"FGFR2","NP_001138390.1","P21802 ","2PWL","X-ray","2.4","A/B","458-768"
"FGFR2","NP_001138390.1","P21802 ","2PY3","X-ray","2.3","A/B","458-768"
"FGFR2","NP_001138390.1","P21802 ","2PZ5","X-ray","2.4","A/B","458-768"
"FGFR2","NP_001138390.1","P21802 ","2PZP","X-ray","2.4","A/B","458-768"
"FGFR2","NP_001138390.1","P21802 ","2PZR","X-ray","3","A/B","458-768"
"FGFR2","NP_001138390.1","P21802 ","2Q0B","X-ray","2.9","A/B","458-768"
"FGFR2","NP_001138390.1","P21802 ","3B2T","X-ray","1.8","A/B","458-766"
"FGFR2","NP_001138390.1","P21802 ","3CAF","X-ray","1.96","A","150-249"
"FGFR2","NP_001138390.1","P21802 ","3CLY","X-ray","2","A","458-778"
"FGFR2","NP_001138390.1","P21802 ","3CU1","X-ray","2.6","A/C","150-249"
"FGFR2","NP_001138390.1","P21802 ","3DAR","X-ray","2.2","A/B","146-249"
"FGFR2","NP_001138390.1","P21802 ","3EUU","X-ray","2.34","A/B","150-249"
"FGFR2","NP_001138391.1","P21802 ","1DJS","X-ray","2.4","A","153-362"
"FGFR2","NP_001138391.1","P21802 ","1E0O","X-ray","2.8","B/D","148-366"
"FGFR2","NP_001138391.1","P21802 ","1EV2","X-ray","2.2","E/F/G/H","147-366"
"FGFR2","NP_001138391.1","P21802 ","1GJO","X-ray","2.4","A","456-768"
"FGFR2","NP_001138391.1","P21802 ","1II4","X-ray","2.7","E/F/G/H","147-366"
"FGFR2","NP_001138391.1","P21802 ","1IIL","X-ray","2.3","E/F/G/H","147-366"
"FGFR2","NP_001138391.1","P21802 ","1NUN","X-ray","2.9","B","140-361"
"FGFR2","NP_001138391.1","P21802 ","1OEC","X-ray","2.4","A","456-768"
"FGFR2","NP_001138391.1","P21802 ","1WVZ","NMR","-","A","147-249"
"FGFR2","NP_001138391.1","P21802 ","2FDB","X-ray","2.28","P/R","149-368"
"FGFR2","NP_001138391.1","P21802 ","2PSQ","X-ray","2.4","A/B","413-768"
"FGFR2","NP_001138391.1","P21802 ","2PVF","X-ray","1.8","A","458-778"
"FGFR2","NP_001138391.1","P21802 ","2PVF","X-ray","1.8","B","764-778"
"FGFR2","NP_001138391.1","P21802 ","2PVY","X-ray","2.2","A/B/C/D","458-768"
"FGFR2","NP_001138391.1","P21802 ","2PWL","X-ray","2.4","A/B","458-768"
"FGFR2","NP_001138391.1","P21802 ","2PY3","X-ray","2.3","A/B","458-768"
"FGFR2","NP_001138391.1","P21802 ","2PZ5","X-ray","2.4","A/B","458-768"
"FGFR2","NP_001138391.1","P21802 ","2PZP","X-ray","2.4","A/B","458-768"
"FGFR2","NP_001138391.1","P21802 ","2PZR","X-ray","3","A/B","458-768"
"FGFR2","NP_001138391.1","P21802 ","2Q0B","X-ray","2.9","A/B","458-768"
"FGFR2","NP_001138391.1","P21802 ","3B2T","X-ray","1.8","A/B","458-766"
"FGFR2","NP_001138391.1","P21802 ","3CAF","X-ray","1.96","A","150-249"
"FGFR2","NP_001138391.1","P21802 ","3CLY","X-ray","2","A","458-778"
"FGFR2","NP_001138391.1","P21802 ","3CU1","X-ray","2.6","A/C","150-249"
"FGFR2","NP_001138391.1","P21802 ","3DAR","X-ray","2.2","A/B","146-249"
"FGFR2","NP_001138391.1","P21802 ","3EUU","X-ray","2.34","A/B","150-249"
"FGFR2","NP_075259.4","P21802 ","1DJS","X-ray","2.4","A","153-362"
"FGFR2","NP_075259.4","P21802 ","1E0O","X-ray","2.8","B/D","148-366"
"FGFR2","NP_075259.4","P21802 ","1EV2","X-ray","2.2","E/F/G/H","147-366"
"FGFR2","NP_075259.4","P21802 ","1GJO","X-ray","2.4","A","456-768"
"FGFR2","NP_075259.4","P21802 ","1II4","X-ray","2.7","E/F/G/H","147-366"
"FGFR2","NP_075259.4","P21802 ","1IIL","X-ray","2.3","E/F/G/H","147-366"
"FGFR2","NP_075259.4","P21802 ","1NUN","X-ray","2.9","B","140-361"
"FGFR2","NP_075259.4","P21802 ","1OEC","X-ray","2.4","A","456-768"
"FGFR2","NP_075259.4","P21802 ","1WVZ","NMR","-","A","147-249"
"FGFR2","NP_075259.4","P21802 ","2FDB","X-ray","2.28","P/R","149-368"
"FGFR2","NP_075259.4","P21802 ","2PSQ","X-ray","2.4","A/B","413-768"
"FGFR2","NP_075259.4","P21802 ","2PVF","X-ray","1.8","A","458-778"
"FGFR2","NP_075259.4","P21802 ","2PVF","X-ray","1.8","B","764-778"
"FGFR2","NP_075259.4","P21802 ","2PVY","X-ray","2.2","A/B/C/D","458-768"
"FGFR2","NP_075259.4","P21802 ","2PWL","X-ray","2.4","A/B","458-768"
"FGFR2","NP_075259.4","P21802 ","2PY3","X-ray","2.3","A/B","458-768"
"FGFR2","NP_075259.4","P21802 ","2PZ5","X-ray","2.4","A/B","458-768"
"FGFR2","NP_075259.4","P21802 ","2PZP","X-ray","2.4","A/B","458-768"
"FGFR2","NP_075259.4","P21802 ","2PZR","X-ray","3","A/B","458-768"
"FGFR2","NP_075259.4","P21802 ","2Q0B","X-ray","2.9","A/B","458-768"
"FGFR2","NP_075259.4","P21802 ","3B2T","X-ray","1.8","A/B","458-766"
"FGFR2","NP_075259.4","P21802 ","3CAF","X-ray","1.96","A","150-249"
"FGFR2","NP_075259.4","P21802 ","3CLY","X-ray","2","A","458-778"
"FGFR2","NP_075259.4","P21802 ","3CU1","X-ray","2.6","A/C","150-249"
"FGFR2","NP_075259.4","P21802 ","3DAR","X-ray","2.2","A/B","146-249"
"FGFR2","NP_075259.4","P21802 ","3EUU","X-ray","2.34","A/B","150-249"
"FHIT","NP_002003.1","P49789 ","1FHI","X-ray","3.1","A","1-147"
"FHIT","NP_002003.1","P49789 ","1FIT","X-ray","1.85","A","1-147"
"FHIT","NP_002003.1","P49789 ","2FHI","X-ray","2.6","A","1-147"
"FHIT","NP_002003.1","P49789 ","2FIT","X-ray","1.9","A","1-147"
"FHIT","NP_002003.1","P49789 ","3FIT","X-ray","2.4","A","1-147"
"FHIT","NP_002003.1","P49789 ","4FIT","X-ray","2.5","A","1-147"
"FHIT","NP_002003.1","P49789 ","5FIT","X-ray","2.3","A","1-147"
"FHIT","NP_002003.1","P49789 ","6FIT","X-ray","2.6","A","1-147"
"FLNA","NP_001104026.1","P21333","2AAV","NMR","-","A","1863-1955"
"FLNA","NP_001104026.1","P21333","2BP3","X-ray","2.32","A/B","1863-1956"
"FLNA","NP_001104026.1","P21333","2BRQ","X-ray","2.1","A/B","2236-2329"
"FLNA","NP_001104026.1","P21333","2J3S","X-ray","2.5","A/B","2045-2329"
"FLNA","NP_001104026.1","P21333","2JF1","X-ray","2.2","A","2236-2329"
"FLNA","NP_001104026.1","P21333","2K3T","NMR","-","A","2427-2522"
"FLNA","NP_001104026.1","P21333","2K7P","NMR","-","A","1772-1956"
"FLNA","NP_001104026.1","P21333","2K7Q","NMR","-","A","1954-2141"
"FLNA","NP_001104026.1","P21333","2W0P","X-ray","1.9","A/B","2236-2329"
"FLNA","NP_001104026.1","P21333","2WFN","X-ray","3.2","A/B","1-278"
"FLNA","NP_001104026.1","P21333","3CNK","X-ray","1.65","A/B","2559-2647"
"FLNA","NP_001104026.1","P21333","3HOC","X-ray","2.3","A/B","2-269"
"FLNA","NP_001104026.1","P21333","3HOP","X-ray","2.3","A/B","2-269"
"FLNA","NP_001104026.1","P21333","3HOR","X-ray","2.7","A/B","2-269"
"FLNA","NP_001104026.1","P21333","3ISW","X-ray","2.8","A/B","2236-2329"
"FLNA","NP_001447.2","P21333","2AAV","NMR","-","A","1863-1955"
"FLNA","NP_001447.2","P21333","2BP3","X-ray","2.32","A/B","1863-1956"
"FLNA","NP_001447.2","P21333","2BRQ","X-ray","2.1","A/B","2236-2329"
"FLNA","NP_001447.2","P21333","2J3S","X-ray","2.5","A/B","2045-2329"
"FLNA","NP_001447.2","P21333","2JF1","X-ray","2.2","A","2236-2329"
"FLNA","NP_001447.2","P21333","2K3T","NMR","-","A","2427-2522"
"FLNA","NP_001447.2","P21333","2K7P","NMR","-","A","1772-1956"
"FLNA","NP_001447.2","P21333","2K7Q","NMR","-","A","1954-2141"
"FLNA","NP_001447.2","P21333","2W0P","X-ray","1.9","A/B","2236-2329"
"FLNA","NP_001447.2","P21333","2WFN","X-ray","3.2","A/B","1-278"
"FLNA","NP_001447.2","P21333","3CNK","X-ray","1.65","A/B","2559-2647"
"FLNA","NP_001447.2","P21333","3HOC","X-ray","2.3","A/B","2-269"
"FLNA","NP_001447.2","P21333","3HOP","X-ray","2.3","A/B","2-269"
"FLNA","NP_001447.2","P21333","3HOR","X-ray","2.7","A/B","2-269"
"FLNA","NP_001447.2","P21333","3ISW","X-ray","2.8","A/B","2236-2329"
"FLT1","NP_002010.2","P17948","1FLT","X-ray","1.7","X/Y","132-226"
"FLT1","NP_002010.2","P17948","1QSV","NMR","-","A","129-229"
"FLT1","NP_002010.2","P17948","1QSZ","NMR","-","A","129-229"
"FLT1","NP_002010.2","P17948","1QTY","X-ray","2.7","T/U/X/Y","129-229"
"FLT1","NP_002010.2","P17948","1RV6","X-ray","2.45","X/Y","130-229"
"FLT1","NP_002010.2","P17948","2XAC","X-ray","2.71","C/X","129-226"
"FLT1","NP_002010.2","P17948","3HNG","X-ray","2.7","A","801-1158"
"FOXL2","NP_075555.1","P58012 ","-","-","-","-","-"
"FUS","NP_004951.1","P35637","-","-","-","-","-"
"GAPDH","NP_002037.2","P04406 ","1U8F","X-ray","1.75","O/P/Q/R","1-335"
"GAPDH","NP_002037.2","P04406 ","1ZNQ","X-ray","2.5","O/P/Q/R","1-335"
"GAPDH","NP_002037.2","P04406 ","2FEH","model","-","O/P/Q/R","1-335"
"GAPDH","NP_002037.2","P04406 ","3GPD","X-ray","3.5","G/R","2-335"
"GARS","NP_002038.2","P41250","2PME","X-ray","2.9","A","55-739"
"GARS","NP_002038.2","P41250","2PMF","X-ray","2.85","A","55-739"
"GARS","NP_002038.2","P41250","2Q5H","X-ray","3","A","55-739"
"GARS","NP_002038.2","P41250","2Q5I","X-ray","2.8","A","55-739"
"GARS","NP_002038.2","P41250","2ZT5","X-ray","2.5","A","55-739"
"GARS","NP_002038.2","P41250","2ZT6","X-ray","3.08","A","55-739"
"GARS","NP_002038.2","P41250","2ZT7","X-ray","2.7","A","55-739"
"GARS","NP_002038.2","P41250","2ZT8","X-ray","3.35","A","55-739"
"GARS","NP_002038.2","P41250","2ZXF","X-ray","3.4","A","55-739"
"GATA3","NP_001002295.1","P23771 ","-","-","-","-","-"
"GATA3","NP_002042.1","P23771 ","-","-","-","-","-"
"GDF15 ","NP_004855.2","Q99988","-","-","-","-","-"
"GFOD2","NP_110446.3","Q3B7J2 ","-","-","-","-","-"
"GJA1 ","NP_000156.1","P17302","-","-","-","-","-"
"GLI1","NP_005260.1","P08151 ","2GLI","X-ray","2.6","A","234-388"
"GLTP","NP_057517.1","Q9NZD2 ","1SWX","X-ray","1.65","A","1-209"
"GLTP","NP_057517.1","Q9NZD2 ","1SX6","X-ray","1.95","A","1-209"
"GLTP","NP_057517.1","Q9NZD2 ","2EUK","X-ray","1.85","A","1-209"
"GLTP","NP_057517.1","Q9NZD2 ","2EUM","X-ray","2.3","A","1-209"
"GLTP","NP_057517.1","Q9NZD2 ","2EVD","X-ray","2","A","1-209"
"GLTP","NP_057517.1","Q9NZD2 ","2EVL","X-ray","2.2","A","1-209"
"GLTP","NP_057517.1","Q9NZD2 ","2EVS","X-ray","2.2","A/E","1-209"
"GLTP","NP_057517.1","Q9NZD2 ","2EVT","X-ray","1.99","A","1-209"
"GPX3","NP_002075.2","P22352 ","2R37","X-ray","1.85","A/B","25-223"
"GRB2","NP_002077.1","P62993 ","1AZE","NMR","-","A","Jan-56"
"GRB2","NP_002077.1","P62993 ","1BM2","X-ray","2.1","A","49-163"
"GRB2","NP_002077.1","P62993 ","1BMB","X-ray","1.8","A","49-168"
"GRB2","NP_002077.1","P62993 ","1CJ1","X-ray","3","A/B/C/D/E/F/G/H/I/J/K/L","57-152"
"GRB2","NP_002077.1","P62993 ","1FHS","NMR","-","A","53-163"
"GRB2","NP_002077.1","P62993 ","1FYR","X-ray","2.4","A/B/C/D","50-161"
"GRB2","NP_002077.1","P62993 ","1GCQ","X-ray","1.68","A/B","159-217"
"GRB2","NP_002077.1","P62993 ","1GFC","NMR","-","A","159-215"
"GRB2","NP_002077.1","P62993 ","1GFD","NMR","-","A","159-215"
"GRB2","NP_002077.1","P62993 ","1GHU","NMR","-","A","60-158"
"GRB2","NP_002077.1","P62993 ","1GRI","X-ray","3.1","A/B","1-217"
"GRB2","NP_002077.1","P62993 ","1IO6","NMR","-","A","159-215"
"GRB2","NP_002077.1","P62993 ","1JYQ","X-ray","2","A/B","60-151"
"GRB2","NP_002077.1","P62993 ","1JYR","X-ray","1.55","A","60-151"
"GRB2","NP_002077.1","P62993 ","1JYU","X-ray","2.75","A","60-151"
"GRB2","NP_002077.1","P62993 ","1QG1","NMR","-","E","58-159"
"GRB2","NP_002077.1","P62993 ","1TZE","X-ray","2.1","E","55-152"
"GRB2","NP_002077.1","P62993 ","1X0N","NMR","-","A","58-159"
"GRB2","NP_002077.1","P62993 ","1ZFP","X-ray","1.8","E","56-153"
"GRB2","NP_002077.1","P62993 ","2AOA","X-ray","1.99","A/B","55-153"
"GRB2","NP_002077.1","P62993 ","2AOB","X-ray","1.8","A/B/C/D","55-153"
"GRB2","NP_002077.1","P62993 ","2H46","X-ray","1.9","E","53-162"
"GRB2","NP_002077.1","P62993 ","2H5K","X-ray","3.25","A/B","53-162"
"GRB2","NP_002077.1","P62993 ","2HUW","X-ray","1.9","A/B","53-162"
"GRB2","NP_002077.1","P62993 ","2VVK","X-ray","1.6","A","161-214"
"GRB2","NP_002077.1","P62993 ","2VWF","X-ray","1.58","A","159-214"
"GRB2","NP_002077.1","P62993 ","2W0Z","X-ray","1.7","A","159-214"
"GRB2","NP_002077.1","P62993 ","3C7I","X-ray","1.7","A","53-162"
"GRB2","NP_002077.1","P62993 ","3IMD","X-ray","2","A/B","53-163"
"GRB2","NP_002077.1","P62993 ","3IMJ","X-ray","2.02","A/B","53-163"
"GRB2","NP_002077.1","P62993 ","3IN7","X-ray","2","A/C","53-163"
"GRB2","NP_002077.1","P62993 ","3IN8","X-ray","1.7","A","53-163"
"GRB2","NP_002077.1","P62993 ","3KFJ","X-ray","2.02","A","53-163"
"GRB2","NP_987102.1","P62993 ","1AZE","NMR","-","A","Jan-56"
"GRB2","NP_987102.1","P62993 ","1BM2","X-ray","2.1","A","49-163"
"GRB2","NP_987102.1","P62993 ","1BMB","X-ray","1.8","A","49-168"
"GRB2","NP_987102.1","P62993 ","1CJ1","X-ray","3","A/B/C/D/E/F/G/H/I/J/K/L","57-152"
"GRB2","NP_987102.1","P62993 ","1FHS","NMR","-","A","53-163"
"GRB2","NP_987102.1","P62993 ","1FYR","X-ray","2.4","A/B/C/D","50-161"
"GRB2","NP_987102.1","P62993 ","1GCQ","X-ray","1.68","A/B","159-217"
"GRB2","NP_987102.1","P62993 ","1GFC","NMR","-","A","159-215"
"GRB2","NP_987102.1","P62993 ","1GFD","NMR","-","A","159-215"
"GRB2","NP_987102.1","P62993 ","1GHU","NMR","-","A","60-158"
"GRB2","NP_987102.1","P62993 ","1GRI","X-ray","3.1","A/B","1-217"
"GRB2","NP_987102.1","P62993 ","1IO6","NMR","-","A","159-215"
"GRB2","NP_987102.1","P62993 ","1JYQ","X-ray","2","A/B","60-151"
"GRB2","NP_987102.1","P62993 ","1JYR","X-ray","1.55","A","60-151"
"GRB2","NP_987102.1","P62993 ","1JYU","X-ray","2.75","A","60-151"
"GRB2","NP_987102.1","P62993 ","1QG1","NMR","-","E","58-159"
"GRB2","NP_987102.1","P62993 ","1TZE","X-ray","2.1","E","55-152"
"GRB2","NP_987102.1","P62993 ","1X0N","NMR","-","A","58-159"
"GRB2","NP_987102.1","P62993 ","1ZFP","X-ray","1.8","E","56-153"
"GRB2","NP_987102.1","P62993 ","2AOA","X-ray","1.99","A/B","55-153"
"GRB2","NP_987102.1","P62993 ","2AOB","X-ray","1.8","A/B/C/D","55-153"
"GRB2","NP_987102.1","P62993 ","2H46","X-ray","1.9","E","53-162"
"GRB2","NP_987102.1","P62993 ","2H5K","X-ray","3.25","A/B","53-162"
"GRB2","NP_987102.1","P62993 ","2HUW","X-ray","1.9","A/B","53-162"
"GRB2","NP_987102.1","P62993 ","2VVK","X-ray","1.6","A","161-214"
"GRB2","NP_987102.1","P62993 ","2VWF","X-ray","1.58","A","159-214"
"GRB2","NP_987102.1","P62993 ","2W0Z","X-ray","1.7","A","159-214"
"GRB2","NP_987102.1","P62993 ","3C7I","X-ray","1.7","A","53-162"
"GRB2","NP_987102.1","P62993 ","3IMD","X-ray","2","A/B","53-163"
"GRB2","NP_987102.1","P62993 ","3IMJ","X-ray","2.02","A/B","53-163"
"GRB2","NP_987102.1","P62993 ","3IN7","X-ray","2","A/C","53-163"
"GRB2","NP_987102.1","P62993 ","3IN8","X-ray","1.7","A","53-163"
"GRB2","NP_987102.1","P62993 ","3KFJ","X-ray","2.02","A","53-163"
"GRM4","NP_000832.1","Q14833 ","-","-","-","-","-"
"GSS","NP_000169.1","P48637","2HGS","X-ray","2.1","A","1-474"
"GSTP1","NP_000843.1","P09211 ","10GS","X-ray","2.2","A/B","2-210"
"GSTP1","NP_000843.1","P09211 ","11GS","X-ray","2.3","A/B","2-209"
"GSTP1","NP_000843.1","P09211 ","12GS","X-ray","2.1","A/B","1-210"
"GSTP1","NP_000843.1","P09211 ","13GS","X-ray","1.9","A/B","1-210"
"GSTP1","NP_000843.1","P09211 ","14GS","X-ray","2.8","A/B","2-209"
"GSTP1","NP_000843.1","P09211 ","16GS","X-ray","1.9","A/B","2-209"
"GSTP1","NP_000843.1","P09211 ","17GS","X-ray","1.9","A/B","1-210"
"GSTP1","NP_000843.1","P09211 ","18GS","X-ray","1.9","A/B","2-209"
"GSTP1","NP_000843.1","P09211 ","19GS","X-ray","1.9","A/B","2-209"
"GSTP1","NP_000843.1","P09211 ","1AQV","X-ray","1.94","A/B","2-210"
"GSTP1","NP_000843.1","P09211 ","1AQW","X-ray","1.8","A/B/C/D","2-210"
"GSTP1","NP_000843.1","P09211 ","1AQX","X-ray","2","A/B/C/D","2-210"
"GSTP1","NP_000843.1","P09211 ","1EOG","X-ray","2.1","A/B","3-210"
"GSTP1","NP_000843.1","P09211 ","1EOH","X-ray","2.5","A/B/C/D/E/F/G/H","2-210"
"GSTP1","NP_000843.1","P09211 ","1GSS","X-ray","2.8","A/B","2-210"
"GSTP1","NP_000843.1","P09211 ","1KBN","X-ray","2","A/B","2-209"
"GSTP1","NP_000843.1","P09211 ","1LBK","X-ray","1.86","A/B","2-202"
"GSTP1","NP_000843.1","P09211 ","1MD3","X-ray","2.03","A/B","2-209"
"GSTP1","NP_000843.1","P09211 ","1MD4","X-ray","2.1","A/B","2-209"
"GSTP1","NP_000843.1","P09211 ","1PGT","X-ray","1.8","A/B","1-210"
"GSTP1","NP_000843.1","P09211 ","1PX6","X-ray","2.1","A/B","2-209"
"GSTP1","NP_000843.1","P09211 ","1PX7","X-ray","2.03","A/B","2-209"
"GSTP1","NP_000843.1","P09211 ","1ZGN","X-ray","2.1","A/B","2-209"
"GSTP1","NP_000843.1","P09211 ","20GS","X-ray","2.45","A/B","2-209"
"GSTP1","NP_000843.1","P09211 ","22GS","X-ray","1.9","A/B","1-210"
"GSTP1","NP_000843.1","P09211 ","2A2R","X-ray","1.4","A/B","2-209"
"GSTP1","NP_000843.1","P09211 ","2A2S","X-ray","1.7","A/B","2-209"
"GSTP1","NP_000843.1","P09211 ","2GSS","X-ray","1.9","A/B","2-210"
"GSTP1","NP_000843.1","P09211 ","2J9H","X-ray","2.4","A/B","2-210"
"GSTP1","NP_000843.1","P09211 ","2PGT","X-ray","1.9","A/B","1-210"
"GSTP1","NP_000843.1","P09211 ","3CSH","X-ray","1.55","A/B","2-210"
"GSTP1","NP_000843.1","P09211 ","3CSI","X-ray","1.9","A/B/C/D","2-210"
"GSTP1","NP_000843.1","P09211 ","3CSJ","X-ray","1.9","A/B","2-210"
"GSTP1","NP_000843.1","P09211 ","3DD3","X-ray","2.25","A/B","1-210"
"GSTP1","NP_000843.1","P09211 ","3DGQ","X-ray","1.6","A/B","1-210"
"GSTP1","NP_000843.1","P09211 ","3GSS","X-ray","1.9","A/B","2-210"
"GSTP1","NP_000843.1","P09211 ","3GUS","X-ray","1.53","A/B","2-210"
"GSTP1","NP_000843.1","P09211 ","3HJM","X-ray","2.1","A/B/C/D","2-210"
"GSTP1","NP_000843.1","P09211 ","3HJO","X-ray","1.95","A/B","2-210"
"GSTP1","NP_000843.1","P09211 ","3HKR","X-ray","1.8","A/B","2-210"
"GSTP1","NP_000843.1","P09211 ","3IE3","X-ray","1.8","A/B","2-210"
"GSTP1","NP_000843.1","P09211 ","3KM6","X-ray","2.1","A/B","2-210"
"GSTP1","NP_000843.1","P09211 ","3KMN","X-ray","1.8","A/B","2-210"
"GSTP1","NP_000843.1","P09211 ","3KMO","X-ray","2.6","A/B","2-210"
"GSTP1","NP_000843.1","P09211 ","3PGT","X-ray","2.14","A/B","1-210"
"GSTP1","NP_000843.1","P09211 ","4GSS","X-ray","2.5","A/B","2-209"
"GSTP1","NP_000843.1","P09211 ","4PGT","X-ray","2.1","A/B","1-210"
"GSTP1","NP_000843.1","P09211 ","5GSS","X-ray","1.95","A/B","2-210"
"GSTP1","NP_000843.1","P09211 ","6GSS","X-ray","1.9","A/B","2-210"
"GSTP1","NP_000843.1","P09211 ","7GSS","X-ray","2.2","A/B","2-210"
"GSTP1","NP_000843.1","P09211 ","8GSS","X-ray","1.9","A/B/C","2-210"
"GSTP1","NP_000843.1","P09211 ","9GSS","X-ray","1.97","A/B","2-210"
"GTF2F2","NP_004119.1","P13984","1BBY","NMR","-","A","175-243"
"GTF2F2","NP_004119.1","P13984","1F3U","X-ray","1.7","A/C/E/G","2-119"
"GTF2F2","NP_004119.1","P13984","2BBY","NMR","-","A","175-243"
"GTF2H4","NP_001508.1","Q92759","-","-","-","-","-"
"GYS2","NP_068776.2","P54840 ","-","-","-","-","-"
"HBA2","NP_000508.1","P69905 ","1A00","X-ray","2","A/C","2-142"
