"gene_name","homologene_id","species","gene","mrna","protein"
"MCM3","1791","D.melanogaster","Mcm3","NM_078493.2","NP_511048.2"
"MCM3","1791","A.gambiae","AgaP_AGAP0","XM_322026.4","XP_322026.2"
"MCM3","1791","S.pombe","mcm3","NM_001022788.1","NP_587795.1"
"MCM3","1791","S.cerevisiae","MCM3","MCM3_6320803","NP_010882.1"
"MCM3","1791","K.lactis","KLLA0E2233","XM_454957.1","XP_454957.1"
"MCM3","1791","E.gossypii","AGOS_AFR35","NM_211257.1","NP_985902.1"
"MCM3","1791","M.grisea","MGG_01759","XM_363833.2","XP_363833.2"
"MCM3","1791","N.crassa","NCU08009.1","XM_328714.1","XP_328715.1"
"MCM3","1791","A.thaliana","AT5G46280","NM_123997.2","NP_199440.1"
"MCM3","1791","O.sativa","Os05g04762","NM_001062370.1","NP_001055835.1"
"MCM3","1791","P.falciparum","PFE1345c","XM_001351790.1","XP_001351826.1"
"MCM4","40496","H.sapiens","MCM4","NM_005914.2","NP_005905.2"
"MCM4","40496","P.troglodytes","MCM4","XM_528129.2","XP_528129.2"
"MCM4","40496","C.lupus","MCM4","XM_535063.2","XP_535063.2"
"MCM4","40496","B.taurus","MCM4","NM_001075158.1","NP_001068626.1"
"MCM4","40496","M.musculus","Mcm4","NM_008565.2","NP_032591.2"
"MCM4","40496","R.norvegicus","Mcm4","XM_344048.2","XP_344049.1"
"MCM4","40496","G.gallus","MCM4","XM_424376.2","XP_424376.2"
"MCM4","40496","D.rerio","mcm4","NM_198913.1","NP_944595.1"
"MCM4","40496","D.melanogaster","dpa","NM_057837.3","NP_477185.1"
"MCM4","40496","A.gambiae","AgaP_AGAP0","XM_315054.3","XP_315054.2"
"MCM4","40496","C.elegans","mcm-4","NM_058561.4","NP_490962.1"
"MCM4","40496","S.pombe","cdc21","NM_001022995.1","NP_588004.2"
"MCM4","40496","S.cerevisiae","MCM4","MCM4_6325276","NP_015344.1"
"MCM4","40496","K.lactis","KLLA0C1751","XM_452982.1","XP_452982.1"
"MCM4","40496","E.gossypii","AGOS_ADL02","NM_209424.1","NP_984071.1"
"MCM4","40496","M.grisea","MGG_09293","XM_364448.2","XP_364448.2"
"MCM4","40496","N.crassa","NCU02539.1","XM_331737.1","XP_331738.1"
"MCM4","40496","A.thaliana","AT2G16440","NM_127197.4","NP_179236.3"
"MCM4","40496","P.falciparum","PF13_0095","XM_001349870.1","XP_001349906.1"
"MCM5","4904","H.sapiens","MCM5","NM_006739.3","NP_006730.2"
"MCM5","4904","P.troglodytes","MCM5","XM_001156025.1","XP_001156025.1"
"MCM5","4904","C.lupus","MCM5","XM_848041.1","XP_853134.1"
"MCM5","4904","B.taurus","MCM5","NM_001075290.1","NP_001068758.1"
"MCM5","4904","M.musculus","Mcm5","NM_008566.2","NP_032592.2"
"MCM5","4904","R.norvegicus","Mcm5","XM_226316.4","XP_226316.4"
"MCM5","4904","G.gallus","MCM5","NM_001006243.1","NP_001006243.1"
"MCM5","4904","D.rerio","mcm5","NM_178436.3","NP_848523.2"
"MCM5","4904","D.melanogaster","Mcm5","NM_079584.2","NP_524308.2"
"MCM5","4904","A.gambiae","AgaP_AGAP0","XM_313694.2","XP_313694.2"
"MCM5","4904","C.elegans","mcm-5","NM_065457.3","NP_497858.1"
"MCM5","4904","S.cerevisiae","MCM5","MCM5_6323304","NP_013376.1"
"MCM5","4904","K.lactis","KLLA0D0926","XM_453475.1","XP_453475.1"
"MCM5","4904","E.gossypii","AGOS_AGR27","NM_212004.1","NP_986942.1"
"MCM5","4904","M.grisea","MGG_08646","XM_363062.1","XP_363062.1"
"MCM5","4904","N.crassa","NCU01171.1","XM_326663.1","XP_326664.1"
"MCM5","4904","A.thaliana","AT2G07690","NM_126771.5","NP_178812.1"
"MCM5","4904","O.sativa","Os02g07974","NM_001054931.1","NP_001048396.1"
"MCM5","4904","P.falciparum","PFL0580w","XM_001350489.1","XP_001350525.1"
"MDM2","1793","H.sapiens","MDM2","NM_001145336.1","NP_001138808.1"
"MDM2","1793","P.troglodytes","MDM2","XM_001154940.1","XP_001154940.1"
"MDM2","1793","C.lupus","MDM2","NM_001003103.1","NP_001003103.1"
"MDM2","1793","B.taurus","MDM2","NM_001099107.1","NP_001092577.1"
"MDM2","1793","M.musculus","Mdm2","NM_010786.3","NP_034916.1"
"MDM2","1793","R.norvegicus","Mdm2","XM_235169.4","XP_235169.4"
"MDM2","1793","D.rerio","mdm2","NM_131364.1","NP_571439.1"
"ME1","20540","H.sapiens","ME1","NM_002395.3","NP_002386.1"
"ME1","20540","P.troglodytes","ME1","XM_518610.2","XP_518610.2"
"ME1","20540","C.lupus","ME1","XM_532217.2","XP_532217.2"
"ME1","20540","B.taurus","ME1","XM_613987.4","XP_613987.4"
"ME1","20540","M.musculus","Me1","NM_008615.1","NP_032641.1"
"ME1","20540","R.norvegicus","Me1","NM_012600.1","NP_036732.1"
"ME1","20540","G.gallus","ME1","NM_204303.1","NP_989634.1"
"ME1","20540","D.melanogaster","Mdh","NM_143702.2","NP_651959.1"
"ME1","20540","A.gambiae","AgaP_AGAP0","XM_313043.4","XP_313043.4"
"ME1","20540","A.thaliana","ATNADP-ME1","NM_127548.3","NP_179580.1"
"ME1","20540","O.sativa","Os01g07435","NM_001050754.1","NP_001044219.1"
"MEF2A","4080","H.sapiens","MEF2A","NM_005587.2","NP_005578.2"
"MEF2A","4080","P.troglodytes","MEF2A","XM_001139415.1","XP_001139415.1"
"MEF2A","4080","C.lupus","MEF2A","XM_852904.1","XP_857997.1"
"MEF2A","4080","B.taurus","MEF2A","NM_001083638.1","NP_001077107.1"
"MEF2A","4080","M.musculus","Mef2a","NM_001033713.1","NP_001028885.1"
"MEF2A","4080","G.gallus","MEF2A","NM_204864.1","NP_990195.1"
"MEF2A","4080","D.rerio","mef2a","NM_131301.1","NP_571376.1"
"MEF2A","4080","D.melanogaster","Mef2","NM_057670.2","NP_477018.1"
"MEF2A","4080","A.gambiae","AgaP_AGAP0","XM_564631.3","XP_564631.3"
"MET","206","H.sapiens","MET","NM_001127500.1","NP_001120972.1"
"MET","206","P.troglodytes","MET","XM_001138791.1","XP_001138791.1"
"MET","206","C.lupus","MET","NM_001002963.1","NP_001002963.1"
"MET","206","B.taurus","MET","NM_001012999.2","NP_001013017.2"
"MET","206","M.musculus","Met","NM_008591.1","NP_032617.1"
"MET","206","R.norvegicus","Met","NM_031517.1","NP_113705.1"
"MET","206","G.gallus","MET","NM_205212.1","NP_990543.1"
"MET","206","D.rerio","LOC1001506","XM_001922642.1","XP_001922677.1"
"MET","206","D.rerio","met","NM_001007124.1","NP_001007125.1"
"MGMT","31089","H.sapiens","MGMT","NM_002412.3","NP_002403.2"
"MGMT","31089","P.troglodytes","MGMT","XM_001142341.1","XP_001142341.1"
"MGMT","31089","C.lupus","MGMT","NM_001003376.1","NP_001003376.1"
"MGMT","31089","B.taurus","MGMT","XM_001249417.2","XP_001249418.1"
"MGMT","31089","M.musculus","Mgmt","NM_008598.2","NP_032624.1"
"MGMT","31089","R.norvegicus","Mgmt","NM_012861.1","NP_036993.1"
"MGMT","31089","G.gallus","MGMT","XM_421823.2","XP_421823.2"
"MGMT","31089","D.rerio","Mgmt","XM_679387.2","XP_684479.2"
"MLH1","208","H.sapiens","MLH1","NM_000249.2","NP_000240.1"
"MLH1","208","P.troglodytes","MLH1","XM_001170433.1","XP_001170433.1"
"MLH1","208","C.lupus","MLH1","XM_534219.2","XP_534219.2"
"MLH1","208","B.taurus","MLH1","XM_001790552.1","XP_001790604.1"
"MLH1","208","M.musculus","Mlh1","NM_026810.1","NP_081086.1"
"MLH1","208","R.norvegicus","Mlh1","NM_031053.1","NP_112315.1"
"MLH1","208","G.gallus","MLH1","XM_418828.1","XP_418828.1"
"MLH1","208","D.rerio","mlh1","NM_200659.1","NP_956953.1"
"MLH1","208","D.melanogaster","Mlh1","NM_057674.2","NP_477022.1"
"MLH1","208","A.gambiae","AgaP_AGAP0","XM_320342.4","XP_320342.4"
"MLH1","208","S.pombe","mlh1","NM_001022118.1","NP_596199.1"
"MLH1","208","S.cerevisiae","MLH1","MLH1_6323819","NP_013890.1"
"MLH1","208","K.lactis","KLLA0D0995","XM_453504.1","XP_453504.1"
"MLH1","208","E.gossypii","AGOS_AFL19","NM_210705.1","NP_985351.1"
"MLH1","208","M.grisea","MGG_07121","XM_367196.2","XP_367196.2"
"MLH1","208","N.crassa","NCU08309.1","XM_329014.1","XP_329015.1"
"MLH1","208","P.falciparum","PF11_0184","XM_001347819.1","XP_001347855.1"
"MLLT4","21202","H.sapiens","MLLT4","NM_001040001.1","NP_001035090.1"
"MLLT4","21202","P.troglodytes","MLLT4","XM_518857.2","XP_518857.2"
"MLLT4","21202","C.lupus","MLLT4","XM_541201.2","XP_541201.2"
"MLLT4","21202","B.taurus","MLLT4","XM_581038.3","XP_581038.3"
"MLLT4","21202","M.musculus","Mllt4","XM_890447.2","XP_895540.2"
"MLLT4","21202","R.norvegicus","Mllt4","NM_013217.1","NP_037349.1"
"MLLT4","21202","G.gallus","MLLT4","XM_419605.2","XP_419605.2"
"MLLT4","21202","D.rerio","CH211-278J","XM_681563.3","XP_686655.3"
"MLLT4","21202","D.melanogaster","cno","NM_079508.2","NP_524232.2"
"MLLT4","21202","A.gambiae","AgaP_AGAP0","XM_001230625.2","XP_001230626.2"
"MMP1","20544","H.sapiens","MMP1","NM_002421.2","NP_002412.1"
"MMP1","20544","P.troglodytes","MMP1","XM_508722.2","XP_508722.2"
"MMP1","20544","C.lupus","MMP1","XM_546546.2","XP_546546.2"
"MMP1","20544","B.taurus","MMP1","NM_174112.1","NP_776537.1"
"MMP1","20544","M.musculus","Mmp1a","NM_032006.3","NP_114395.1"
"MMP1","20544","R.norvegicus","Mmp1a","XM_235794.3","XP_235794.2"
"MMP1","20544","G.gallus","MMP1","XM_417176.1","XP_417176.1"
"MMP10","20546","H.sapiens","MMP10","NM_002425.1","NP_002416.1"
"MMP10","20546","P.troglodytes","MMP10","XM_001153881.1","XP_001153881.1"
"MMP10","20546","M.musculus","Mmp10","NM_019471.2","NP_062344.1"
"MMP10","20546","R.norvegicus","Mmp10","NM_133514.1","NP_598198.1"
"MMP10","20546","D.rerio","zgc:136396","NM_001040291.1","NP_001035381.1"
"MMP11","38116","H.sapiens","MMP11","NM_005940.3","NP_005931.2"
"MMP11","38116","P.troglodytes","MMP11","XM_515022.2","XP_515022.2"
"MMP11","38116","C.lupus","MMP11","XM_543534.2","XP_543534.2"
"MMP11","38116","B.taurus","MMP11","XM_584877.3","XP_584877.3"
"MMP11","38116","M.musculus","Mmp11","NM_008606.2","NP_032632.1"
"MMP11","38116","R.norvegicus","Mmp11","NM_012980.1","NP_037112.1"
"MMP11","38116","G.gallus","MMP11","XM_001232776.1","XP_001232777.1"
"MMP11","38116","D.rerio","mmp11b","XM_689061.3","XP_694153.2"
"MMP11","38116","D.rerio","mmp11a","XM_687113.3","XP_692205.3"
"MMP12","20547","H.sapiens","MMP12","NM_002426.3","NP_002417.2"
"MMP12","20547","P.troglodytes","MMP12","XM_508724.2","XP_508724.2"
"MMP12","20547","C.lupus","MMP12","XM_849501.1","XP_854594.1"
"MMP12","20547","B.taurus","MMP12","XM_605366.4","XP_605366.4"
"MMP12","20547","M.musculus","Mmp12","NM_008605.3","NP_032631.3"
"MMP12","20547","R.norvegicus","Mmp12","NM_053963.1","NP_446415.1"
"MMP13","20548","H.sapiens","MMP13","NM_002427.2","NP_002418.1"
"MMP13","20548","P.troglodytes","MMP13","XM_001154361.1","XP_001154361.1"
"MMP13","20548","C.lupus","MMP13","XM_536598.2","XP_536598.2"
"MMP13","20548","B.taurus","MMP13","NM_174389.2","NP_776814.1"
"MMP13","20548","M.musculus","Mmp13","NM_008607.1","NP_032633.1"
"MMP13","20548","R.norvegicus","Mmp13","XM_343345.3","XP_343346.1"
"MMP13","20548","G.gallus","MMP13","XM_001235209.1","XP_001235210.1"
"MMP13","20548","D.rerio","wu:fi36g12","XM_001345471.2","XP_001345507.1"
"MMP14","21040","H.sapiens","MMP14","NM_004995.2","NP_004986.1"
"MMP14","21040","P.troglodytes","MMP14","XM_001157686.1","XP_001157686.1"
"MMP14","21040","C.lupus","MMP14","XM_843664.1","XP_848757.1"
"MMP14","21040","B.taurus","MMP14","NM_174390.2","NP_776815.1"
"MMP14","21040","M.musculus","Mmp14","NM_008608.2","NP_032634.2"
"MMP14","21040","R.norvegicus","Mmp14","NM_031056.1","NP_112318.1"
"MMP14","21040","D.rerio","mmp14a","NM_194416.1","NP_919397.1"
"MMP14","21040","D.melanogaster","Mmp1","NM_166683.1","NP_726473.1"
"MMP14","21040","A.gambiae","AgaP_AGAP0","XM_001688055.1","XP_001688107.1"
"MMP2","3329","H.sapiens","MMP2","NM_004530.4","NP_004521.1"
"MMP2","3329","P.troglodytes","MMP2","XM_001167520.1","XP_001167520.1"
"MMP2","3329","C.lupus","MMP2","XM_535300.2","XP_535300.2"
"MMP2","3329","B.taurus","MMP2","NM_174745.2","NP_777170.1"
"MMP2","3329","M.musculus","Mmp2","NM_008610.2","NP_032636.1"
"MMP2","3329","R.norvegicus","Mmp2","NM_031054.1","NP_112316.1"
"MMP2","3329","G.gallus","MMP2","NM_204420.1","NP_989751.1"
"MMP2","3329","D.rerio","mmp2","NM_198067.1","NP_932333.1"
"MMP3","20545","H.sapiens","MMP3","NM_002422.3","NP_002413.1"
"MMP3","20545","P.troglodytes","MMP3","XM_508723.2","XP_508723.2"
"MMP3","20545","C.lupus","MMP3","NM_001002967.1","NP_001002967.1"
"MMP3","20545","B.taurus","MMP3","XM_586521.2","XP_586521.2"
"MMP3","20545","M.musculus","Mmp3","NM_010809.1","NP_034939.1"
"MMP3","20545","R.norvegicus","Mmp3","NM_133523.1","NP_598207.1"
"MMP3","20545","G.gallus","MMP3","XM_417175.2","XP_417175.1"
"MMP9","3659","H.sapiens","MMP9","NM_004994.2","NP_004985.2"
"MMP9","3659","P.troglodytes","MMP9","XM_514689.2","XP_514689.2"
"MMP9","3659","C.lupus","MMP9","NM_001003219.1","NP_001003219.1"
"MMP9","3659","B.taurus","MMP9","NM_174744.2","NP_777169.1"
"MMP9","3659","M.musculus","Mmp9","NM_013599.2","NP_038627.1"
"MMP9","3659","R.norvegicus","Mmp9","NM_031055.1","NP_112317.1"
"MMP9","3659","G.gallus","MMP9","NM_204667.1","NP_989998.1"
"MMP9","3659","D.rerio","mmp9","NM_213123.1","NP_998288.1"
"MMP9","3659","A.thaliana","AT2G45040","NM_130068.2","NP_182030.1"
"MRPL11","6768","H.sapiens","MRPL11","NM_016050.3","NP_057134.1"
"MRPL11","6768","P.troglodytes","MRPL11","XM_522076.2","XP_522076.1"
"MRPL11","6768","C.lupus","MRPL11","XM_533221.2","XP_533221.1"
"MRPL11","6768","B.taurus","MRPL11","NM_001014932.1","NP_001014932.1"
"MRPL11","6768","M.musculus","Mrpl11","NM_025553.2","NP_079829.1"
"MRPL11","6768","R.norvegicus","mrpl11","NM_001006973.1","NP_001006974.1"
"MRPL11","6768","D.rerio","zgc:92770","NM_001002556.1","NP_001002556.1"
"MRPL11","6768","D.melanogaster","mRpL11","NM_079627.2","NP_524351.1"
"MRPL11","6768","A.gambiae","AgaP_AGAP0","XM_312637.2","XP_312637.2"
"MRPL11","6768","C.elegans","B0303.15","NM_066522.3","NP_498923.1"
"MRPL11","6768","S.pombe","mrpl19","NM_001019519.1","NP_594095.1"
"MRPL11","6768","S.cerevisiae","MRPL19","MRPL19_6324144","NP_014214.1"
"MRPL11","6768","K.lactis","KLLA0D0843","XM_453438.1","XP_453438.1"
"MRPL11","6768","E.gossypii","AGOS_ABL14","NM_208156.1","NP_982803.1"
"MRPL11","6768","M.grisea","MGG_06071","XM_369393.1","XP_369393.1"
"MRPL11","6768","N.crassa","NCU04336.1","XM_323688.1","XP_323689.1"
"MRPL11","6768","A.thaliana","MRPL11","NM_119714.3","NP_195274.1"
"MRPL11","6768","O.sativa","Os10g04662","NM_001071338.1","NP_001064803.1"
"MRPL11","6768","P.falciparum","PF11_0113","XM_001347750.1","XP_001347786.1"
"MRPS2 ","99837","H.sapiens","MRPS2","NM_016034.3","NP_057118.1"
"MRPS2 ","99837","P.troglodytes","MRPS2","XM_520354.2","XP_520354.2"
"MRPS2 ","99837","C.lupus","MRPS2","XM_845298.1","XP_850391.1"
"MRPS2 ","99837","B.taurus","MRPS2","NM_001098877.1","NP_001092347.1"
"MRPS2 ","99837","M.musculus","Mrps2","NM_080452.2","NP_536700.2"
"MRPS2 ","99837","R.norvegicus","Mrps2","XM_342398.3","XP_342399.3"
"MRPS2 ","99837","D.rerio","zgc:158760","NM_001080693.1","NP_001074162.1"
"MRPS2 ","99837","D.melanogaster","mRpS2","NM_078749.3","NP_523473.2"
"MRPS2 ","99837","A.gambiae","AgaP_AGAP0","XM_320639.4","XP_320639.4"
"MRPS2 ","99837","C.elegans","T23B12.3","NM_072779.3","NP_505180.1"
"MRPS2 ","99837","S.pombe","mrp4","NM_001019460.1","NP_594035.1"
"MRPS2 ","99837","S.cerevisiae","MRP4","MRP4_6321782","NP_011859.1"
"MRPS2 ","99837","K.lactis","KLLA0B1351","XM_452133.1","XP_452133.1"
"MRPS2 ","99837","E.gossypii","AGOS_ABR01","NM_208309.1","NP_982956.1"
"MRPS2 ","99837","M.grisea","MGG_04331","XM_361857.1","XP_361857.1"
"MRPS2 ","99837","A.thaliana","rps2","rps2_7525022","NP_051048.1"
"MRPS2 ","99837","O.sativa","rps2","rps2_2_10915659","YP_654209.1"
"MRPS23","41101","H.sapiens","MRPS23","NM_016070.2","NP_057154.2"
"MRPS23","41101","P.troglodytes","MRPS23","XM_511903.2","XP_511903.2"
"MRPS23","41101","C.lupus","MRPS23","XM_847262.1","XP_852355.1"
"MRPS23","41101","B.taurus","MRPS23","NM_001046192.1","NP_001039657.1"
"MRPS23","41101","M.musculus","Mrps23","NM_024174.5","NP_077136.2"
"MRPS23","41101","R.norvegicus","Mrps23","XM_340874.3","XP_340875.3"
"MRPS23","41101","G.gallus","MRPS23","XM_415911.2","XP_415911.1"
"MRPS23","41101","D.rerio","mrps23","NM_001003615.1","NP_001003615.1"
"MSH2","210","H.sapiens","MSH2","NM_000251.1","NP_000242.1"
"MSH2","210","C.lupus","MSH2","XM_538482.2","XP_538482.2"
"MSH2","210","B.taurus","MSH2","NM_001034584.1","NP_001029756.1"
"MSH2","210","M.musculus","Msh2","NM_008628.2","NP_032654.1"
"MSH2","210","R.norvegicus","Msh2","NM_031058.1","NP_112320.1"
"MSH2","210","G.gallus","MSH2","XM_426110.2","XP_426110.2"
"MSH2","210","D.rerio","msh2","NM_213524.1","NP_998689.1"
"MSH2","210","D.melanogaster","spel1","NM_078841.3","NP_523565.2"
"MSH2","210","A.gambiae","AgaP_AGAP0","XM_319476.4","XP_319476.4"
"MSH2","210","S.pombe","msh2","NM_001021875.1","NP_595967.2"
"MSH2","210","S.cerevisiae","MSH2","MSH2_6324482","NP_014551.1"
"MSH2","210","K.lactis","KLLA0F0270","XM_455202.1","XP_455202.1"
"MSH2","210","E.gossypii","AGOS_AFR60","NM_212286.1","NP_986150.1"
"MSH2","210","M.grisea","MGG_00879","XM_368365.2","XP_368365.2"
"MSH2","210","N.crassa","NCU02230.1","XM_331005.1","XP_331006.1"
"MSH2","210","A.thaliana","MSH2","NM_113607.3","NP_566804.3"
"MSH2","210","O.sativa","Os05g02742","NM_001061605.1","NP_001055070.1"
"MSH2","210","P.falciparum","PF14_0254","XM_001348392.1","XP_001348428.1"
"MSLN","4249","H.sapiens","MSLN","NM_005823.4","NP_005814.2"
"MSLN","4249","C.lupus","MSLN","XM_849019.1","XP_854112.1"
"MSLN","4249","B.taurus","MSLN","NM_001100374.1","NP_001093844.1"
"MSLN","4249","M.musculus","Msln","NM_018857.1","NP_061345.1"
"MSLN","4249","R.norvegicus","Msln","NM_031658.1","NP_113846.1"
"MSLN","4249","G.gallus","MSLN","XM_414835.2","XP_414835.2"
"MSN","1833","H.sapiens","MSN","NM_002444.2","NP_002435.1"
"MSN","1833","C.lupus","MSN","XM_549044.2","XP_549044.2"
"MSN","1833","B.taurus","MSN","NM_001046477.1","NP_001039942.1"
"MSN","1833","M.musculus","Msn","NM_010833.2","NP_034963.2"
"MSN","1833","R.norvegicus","Msn","NM_030863.1","NP_110490.1"
"MSN","1833","D.rerio","rdx","NM_001004296.1","NP_001004296.1"
"MSN","1833","D.melanogaster","Moe","NM_167168.1","NP_727290.1"
"MSN","1833","A.gambiae","AgaP_AGAP0","XM_310518.4","XP_310518.4"
"MSN","1833","C.elegans","erm-1","NM_059158.5","NP_491559.1"
"MSX1","1836","H.sapiens","MSX1","NM_002448.3","NP_002439.2"
"MSX1","1836","P.troglodytes","MSX1","XM_517087.2","XP_517087.2"
"MSX1","1836","C.lupus","MSX1","XM_545946.2","XP_545946.2"
"MSX1","1836","B.taurus","MSX1","NM_174798.2","NP_777223.1"
"MSX1","1836","M.musculus","Msx1","NM_010835.2","NP_034965.2"
"MSX1","1836","R.norvegicus","Msx1","NM_031059.1","NP_112321.1"
"MSX1","1836","G.gallus","MSX1","NM_205488.1","NP_990819.1"
"MSX1","1836","D.rerio","msxe","NM_131273.1","NP_571348.1"
"MT1G","87857","H.sapiens ","MT1G ","NM_005950.1 ","NP_005941.1"
"MT1G","87857","P.troglodytes ","MT1G ","XM_529783.2 ","XP_529783.2"
"MUL1","11576","H.sapiens ","MUL1 ","NM_024544.2 ","NP_078820.2"
"MUL1","11576","P.troglodytes ","MUL1 ","XM_001161118.1 ","XP_001161118.1"
"MUL1","11576","C.lupus ","MUL1 ","XM_544520.2 ","XP_544520.2"
"MUL1","11576","B.taurus ","MUL1 ","XM_585175.3 ","XP_585175.1"
"MUL1","11576","M.musculus ","Mul1 ","NM_026689.3 ","NP_080965.2"
"MUL1","11576","R.norvegicus ","Mul1 ","XM_233584.4 ","XP_233584.1"
"MUL1","11576","G.gallus ","C1orf166 ","XM_424579.2 ","XP_424579.2"
"MUL1","11576","D.rerio ","zgc:165594","NM_001098760.1 ","NP_001092230.1"
"MUL1","11576","D.melanogaster ","CG1134 ","NM_139590.2 ","NP_647847.1"
"MUL1","11576","A.gambiae ","AgaP_AGAP0","XM_315995.4 ","XP_315995.1"
"MUL1","11576","A.thaliana ","AT1G63900 ","NM_105064.3 ","NP_176574.2"
"MUL1","11576","O.sativa ","Os07g06478","NM_001067007.1 ","NP_001060472.1"
"MYC","31092","H.sapiens","MYC","NM_002467.3","NP_002458.2"
"MYC","31092","P.troglodytes","MYC","XM_519958.2","XP_519958.2"
"MYC","31092","C.lupus","MYC","NM_001003246.1","NP_001003246.1"
"MYC","31092","B.taurus","MYC","NM_001046074.2","NP_001039539.1"
"MYC","31092","M.musculus","Myc","NM_010849.4","NP_034979.3"
"MYC","31092","R.norvegicus","Myc","NM_012603.2","NP_036735.2"
"MYC","31092","G.gallus","MYC","NM_001030952.1","NP_001026123.1"
"MYC","31092","D.rerio","myca","NM_131412.1","NP_571487.2"
"MYC","31092","D.rerio","mycb","NM_200172.1","NP_956466.1"
"MYCL1","3921","H.sapiens ","MYCL1 ","NM_001033081.1 ","NP_001028253.1"
"MYCL1","3921","P.troglodytes ","MYCL1 ","XM_524676.2 ","XP_524676.2"
"MYCL1","3921","C.lupus ","MYCL1 ","XM_539578.2 ","XP_539578.2"
"MYCL1","3921","B.taurus ","MYCL1 ","XM_593398.4 ","XP_593398.4"
"MYCL1","3921","M.musculus ","Mycl1 ","NM_008506.2 ","NP_032532.1"
"MYCL1","3921","R.norvegicus ","Mycl1 ","XM_233490.4 ","XP_233490.4"
"MYCL1","3921","G.gallus ","MYCL1 ","XM_425790.2 ","XP_425790.1"
"MYCL1","3921","D.rerio ","mycl1b ","NM_001045142.1 ","NP_001038607.1"
"MYCL1","3921","D.rerio ","mycl1a ","NM_212937.1 ","NP_998102.1"
"MYCN","3922","H.sapiens","MYCN","NM_005378.4","NP_005369.2"
"MYCN","3922","P.troglodytes","MYCN","XM_001162328.1","XP_001162328.1"
"MYCN","3922","C.lupus","MYCN","XM_540091.2","XP_540091.2"
"MYCN","3922","B.taurus","MYCN","XM_869019.3","XP_874112.3"
"MYCN","3922","M.musculus","Mycn","NM_008709.2","NP_032735.2"
"MYCN","3922","R.norvegicus","Mycn","NM_001013096.1","NP_001013114.1"
"MYCN","3922","G.gallus","MYCN","NM_001031091.1","NP_001026262.1"
"MYCN","3922","D.rerio","mycn","NM_212614.1","NP_997779.1"
"MYH9","68257","H.sapiens","MYH9","NM_002473.3","NP_002464.1"
"MYH9","68257","C.lupus","MYH9","XM_856848.1","XP_861941.1"
"MYH9","68257","M.musculus","Myh9","NM_022410.2","NP_071855.2"
"MYH9","68257","R.norvegicus","Myh9","NM_013194.1","NP_037326.1"
"MYH9","68257","G.gallus","MYH9","NM_205477.1","NP_990808.1"
"MYH9","68257","D.rerio","myh9l1","XM_001920063.1","XP_001920098.1"
"MYOD1","7857","H.sapiens","MYOD1","NM_002478.4","NP_002469.2"
"MYOD1","7857","P.troglodytes","MYOD1","XM_508311.2","XP_508311.2"
"MYOD1","7857","C.lupus","MYOD1","XM_849663.1","XP_854756.1"
"MYOD1","7857","B.taurus","MYOD1","NM_001040478.2","NP_001035568.2"
"MYOD1","7857","M.musculus","Myod1","NM_010866.1","NP_034996.1"
"MYOD1","7857","R.norvegicus","Myod1","NM_176079.1","NP_788268.1"
"MYOD1","7857","G.gallus","MYOD1","NM_204214.1","NP_989545.1"
"MYOD1","7857","D.rerio","myod1","NM_131262.2","NP_571337.2"
"NAE1","68370","H.sapiens","NAE1","NM_003905.3","NP_003896.1"
"NAE1","68370","P.troglodytes","NAE1","XM_001159481.1","XP_001159481.1"
"NAE1","68370","C.lupus","NAE1","XM_846910.1","XP_852003.1"
"NAE1","68370","B.taurus","NAE1","XM_866024.2","XP_871117.2"
"NAE1","68370","M.musculus","Nae1","NM_144931.2","NP_659180.1"
"NAE1","68370","R.norvegicus","Nae1","NM_032072.2","NP_114461.1"
"NAE1","68370","G.gallus","APPBP1","NM_001006129.1","NP_001006129.1"
"NAE1","68370","G.gallus","APPBP1","XM_001236465.1","XP_001236466.1"
"NAE1","68370","D.rerio","nae1","NM_200499.1","NP_956793.1"
"NAE1","68370","D.melanogaster","CG7828","NM_140178.3","NP_648435.1"
"NAE1","68370","A.gambiae","AgaP_AGAP0","XM_315544.4","XP_315544.2"
"NAE1","68370","A.thaliana","AXL","NM_128800.3","NP_180800.1"
"NAE1","68370","A.thaliana","AXR1","NM_100396.3","NP_172010.1"
"NAE1","68370","O.sativa","Os03g08201","NM_001058252.1","NP_001051717.1"
"NCL","21821","H.sapiens","NCL","NM_005381.2","NP_005372.2"
"NCL","21821","P.troglodytes","NCL","XM_516145.2","XP_516145.2"
"NCL","21821","C.lupus","NCL","XM_845384.1","XP_850477.1"
"NCL","21821","B.taurus","NCL","XM_614626.3","XP_614626.2"
"NCL","21821","R.norvegicus","Ncl-ps1","NM_022621.1","NP_072143.1"
"NCL","21821","G.gallus","NCL","NM_205265.1","NP_990596.1"
"NCL","21821","D.rerio","ncl","NM_001076652.1","NP_001070120.1"
"NCL","21821","S.pombe","gar2","NM_001018965.1","NP_593531.1"
"NCL","21821","S.cerevisiae","NSR1","NSR1_6321599","NP_011675.1"
"NCL","21821","K.lactis","KLLA0C1149","XM_452713.1","XP_452713.1"
"NCL","21821","E.gossypii","AGOS_AFR10","NM_211008.1","NP_985654.1"
"NCL","21821","M.grisea","MGG_01268","XM_363342.1","XP_363342.1"
"NCL","21821","N.crassa","NCU03092.1","XM_330527.1","XP_330528.1"
"NCL","21821","A.thaliana","ATRANGAP1","NM_112747.2","NP_188491.1"
